Optimal solution:
Rc[alpha,mux1_plin] = 1.0
Tout[control_merge11,fork1] = 5.124480551373782
Tout[mux21_plin,mux21_plout] = 6.576369683043111
Tout[addi0_plout,addi1_plin] = 5.6976990452977185
Tout[fork4,mc_load1_plin] = 8.588000000000001
Tout[extsi58,LSQ_store1] = 10.0
Tout[trunci5,cond_br43] = 0.0
Tout[mux12_plout,cond_br19] = 0.0
Tout[fork11,cond_br11] = 2.719859538332725
Tout[mux2_plout,mux5_plin] = 8.49458082315834
Tout[mc_load5_plin,mc_load5_plout] = 0.0
Tout[fork14,cond_br14] = 5.46901289980193
Tout[cond_br26,control_merge15] = 0.0
Tout[mux29_plout,fork29] = 0.0
Tout[fork13,cmpi8_plin] = 2.990496025345929
Tout[mc_load2_plout,muli1_plin] = 1.412
Tout[extsi77,LSQ_load5_plin] = 10.0
Tout[fork11,cond_br9] = 3.0661741986795708
Tout[LSQ_load6_plout,muli5_plin] = 0.0
Tout[constant26,extsi43] = 0.0
Tout[mux1_plin,mux1_plout] = 7.236453734313179
Tout[fork15,mux28_plin] = 0.0
Tout[addi24_plin,addi24_plout] = 6.417334733635803
Tout[cmpi10_plin,cmpi10_plout] = 7.890006033996223
Tout[mc_load4_plout,muli3_plin] = 1.412
Tout[mc_load7_plin,mc_load7_plout] = 0.0
Tout[extsi53,muli12_plin] = 10.0
Tout[cond_br22,control_merge14] = 0.0
Tout[fork5,extsi32] = 10.0
Tout[mux31_plout,fork38] = 0.0
Tout[fork28,cond_br25] = 10.0
Tout[cond_br42,extsi66] = 10.0
Tout[constant23,fork9] = 0.0
Tout[fork2,control_merge12] = 5.017583532459438
Objective value: 0.44394444424505136
